id,nama_kost,alamat,lokasi_jabodetabek,harga,AC,Kasur,Lemari,WiFi,"Wc duduk","Kamar mandi dalam",Listrik,"Luas kamar",gender,deskripsi
1551,"Kost Griya Indah","Gg. Babadan No. 528, Jakarta Barat, Jakarta","Jakarta Barat, Jakarta",900000,1,0,0,0,0,0,0,"24 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Dapur Bersama, AC di Jakarta Barat, Jakarta"
1552,"Kost Nyaman Jaya","Jln. Bagonwoto  No. 625, Bogor Utara, Bogor","Bogor Utara, Bogor",800000,0,1,0,0,0,1,0,"22 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Kasur, Kamar Mandi Dalam di Bogor Utara, Bogor"
1553,"Kost Griya Barokah","Jr. Radio No. 964, Bogor Barat, Bogor","Bogor Barat, Bogor",1800000,1,0,1,0,0,0,0,"18 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Lemari, AC di Bogor Barat, Bogor"
1554,"Kost Griya Makmur","Ki. Halim No. 669, Bogor Tengah, Bogor","Bogor Tengah, Bogor",2000000,1,1,0,0,1,0,0,"13 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Wc duduk, AC, Kasur di Bogor Tengah, Bogor"
1555,"Kost Indah Lestari","Ds. Imam No. 558, Bekasi Barat, Bekasi","Bekasi Barat, Bekasi",1250000,0,0,0,0,1,0,0,"30 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Luas kamar, Wc duduk di Bekasi Barat, Bekasi"
1556,"Kost Bahagia Makmur","Jln. Salatiga No. 840, Beji, Depok","Beji, Depok",1900000,1,0,0,1,0,0,0,"28 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas AC, WiFi di Beji, Depok"
1557,"Kost Asri Indah","Psr. Moch. Ramdan No. 774, Pancoran Mas, Depok","Pancoran Mas, Depok",1900000,0,0,0,0,0,1,0,"23 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Kamar Mandi Dalam, Dapur Bersama di Pancoran Mas, Depok"
1558,"Kost Sentosa Utama","Kpg. K.H. Maskur No. 44, Cimanggis, Depok","Cimanggis, Depok",1800000,1,0,0,1,0,0,0,"16 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas AC, WiFi di Cimanggis, Depok"
1559,"Kost Harmoni Abadi","Jr. Pelajar Pejuang 45 No. 309, Tangerang Utara, Tangerang","Tangerang Utara, Tangerang",1200000,1,1,0,0,0,1,0,"10 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas AC, Kasur, Luas kamar, Kamar Mandi Dalam di Tangerang Utara, Tangerang"
1560,"Kost Bahagia Utama","Jln. Abang No. 208, Tangerang Utara, Tangerang","Tangerang Utara, Tangerang",700000,0,0,0,0,0,1,1,"13 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Kamar Mandi Dalam, Listrik di Tangerang Utara, Tangerang"
1561,"Kost Harmoni Selaras","Ds. K.H. Maskur No. 292, Bogor Selatan, Bogor","Bogor Selatan, Bogor",700000,0,0,0,1,0,1,1,"16 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas WiFi, Kamar Mandi Dalam, Luas kamar, Listrik di Bogor Selatan, Bogor"
1562,"Kost Damai Abadi","Jr. Banal No. 304, Tangerang Utara, Tangerang","Tangerang Utara, Tangerang",800000,0,0,0,1,0,0,0,"23 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Dapur Bersama, WiFi di Tangerang Utara, Tangerang"
1563,"Kost Wisma Selaras","Gg. Krakatau No. 609, Sukmajaya, Depok","Sukmajaya, Depok",1500000,0,0,0,0,1,0,1,"19 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Listrik, Wc duduk, Dapur Bersama di Sukmajaya, Depok"
1564,"Kost Griya Barokah","Jln. Yohanes No. 124, Sukmajaya, Depok","Sukmajaya, Depok",700000,0,0,1,1,0,1,0,"21 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas WiFi, Lemari, Kamar Mandi Dalam di Sukmajaya, Depok"
1565,"Kost Harmoni Jaya","Ki. B.Agam 1 No. 876, Tangerang Utara, Tangerang","Tangerang Utara, Tangerang",1800000,1,0,0,0,0,0,0,"13 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Dapur Bersama, AC di Tangerang Utara, Tangerang"
1566,"Kost Sentosa Asri","Ki. Mulyadi No. 506, Jakarta Barat, Jakarta","Jakarta Barat, Jakarta",1550000,0,0,0,1,0,1,0,"11 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Kamar Mandi Dalam, WiFi, Dapur Bersama di Jakarta Barat, Jakarta"
1567,"Kost Asri Indah","Jln. Raya Setiabudhi No. 366, Beji, Depok","Beji, Depok",750000,0,0,0,1,0,1,0,"12 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas WiFi, Kamar Mandi Dalam di Beji, Depok"
1568,"Kost Griya Abadi","Jln. Sumpah Pemuda No. 240, Bekasi Timur, Bekasi","Bekasi Timur, Bekasi",750000,0,1,1,1,0,0,1,"20 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Lemari, Listrik, WiFi, Kasur di Bekasi Timur, Bekasi"
1569,"Kost Griya Barokah","Jr. Eka No. 664, Bekasi Utara, Bekasi","Bekasi Utara, Bekasi",1300000,1,0,0,0,1,1,0,"18 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Dapur Bersama, Wc duduk, Kamar Mandi Dalam, AC di Bekasi Utara, Bekasi"
1570,"Kost Bahagia Jaya","Kpg. Warga No. 649, Bekasi Barat, Bekasi","Bekasi Barat, Bekasi",1400000,0,0,0,0,1,1,0,"11 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Kamar Mandi Dalam, Wc duduk di Bekasi Barat, Bekasi"
1571,"Kost Sentosa Lestari","Psr. Salak No. 692, Bogor Timur, Bogor","Bogor Timur, Bogor",1500000,1,1,0,1,0,0,0,"25 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Kasur, WiFi, AC di Bogor Timur, Bogor"
1572,"Kost Nyaman Utama","Gg. Cikutra Timur No. 452, Tangerang Kota, Tangerang","Tangerang Kota, Tangerang",500000,1,0,0,1,0,1,0,"16 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Luas kamar, Kamar Mandi Dalam, AC, WiFi di Tangerang Kota, Tangerang"
1573,"Kost Wisma Jaya","Kpg. Cut Nyak Dien No. 675, Bogor Barat, Bogor","Bogor Barat, Bogor",900000,0,0,0,0,1,1,0,"12 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Kamar Mandi Dalam, Wc duduk di Bogor Barat, Bogor"
1574,"Kost Bahagia Makmur","Ki. Gardujati No. 507, Sukmajaya, Depok","Sukmajaya, Depok",1100000,0,1,0,1,0,0,0,"12 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Luas kamar, Kasur, WiFi, Dapur Bersama di Sukmajaya, Depok"
1575,"Kost Harmoni Baru","Jr. Jaksa No. 2, Bogor Utara, Bogor","Bogor Utara, Bogor",1800000,0,0,1,1,0,0,0,"29 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Lemari, Luas kamar, WiFi di Bogor Utara, Bogor"
1576,"Kost Harmoni Abadi","Dk. Suprapto No. 952, Bekasi Barat, Bekasi","Bekasi Barat, Bekasi",1900000,0,0,0,1,1,1,0,"15 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Kamar Mandi Dalam, WiFi, Wc duduk di Bekasi Barat, Bekasi"
1577,"Kost Griya Abadi","Psr. Arifin No. 561, Tangerang Utara, Tangerang","Tangerang Utara, Tangerang",1200000,1,1,0,1,0,0,0,"28 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas WiFi, AC, Kasur di Tangerang Utara, Tangerang"
1578,"Kost Damai Selaras","Jr. Nanas No. 612, Bekasi Timur, Bekasi","Bekasi Timur, Bekasi",750000,0,1,0,0,1,0,0,"12 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Kasur, Wc duduk, Luas kamar di Bekasi Timur, Bekasi"
1579,"Kost Bahagia Jaya","Kpg. Teuku Umar No. 422, Bekasi Selatan, Bekasi","Bekasi Selatan, Bekasi",1000000,0,1,0,1,0,0,0,"13 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Luas kamar, WiFi, Dapur Bersama, Kasur di Bekasi Selatan, Bekasi"
1580,"Kost Bahagia Makmur","Kpg. Kyai Gede No. 400, Jakarta Utara, Jakarta","Jakarta Utara, Jakarta",1300000,0,0,0,0,0,0,1,"21 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Luas kamar, Listrik di Jakarta Utara, Jakarta"
1581,"Kost Nyaman Asri","Psr. Abdullah No. 811, Jakarta Selatan, Jakarta","Jakarta Selatan, Jakarta",1800000,0,0,1,1,0,0,0,"10 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Lemari, WiFi di Jakarta Selatan, Jakarta"
1582,"Kost Griya Indah","Gg. Yogyakarta No. 947, Bogor Timur, Bogor","Bogor Timur, Bogor",1000000,0,0,0,0,0,0,1,"20 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Dapur Bersama, Listrik di Bogor Timur, Bogor"
1583,"Kost Wisma Asri","Dk. Badak No. 777, Bogor Timur, Bogor","Bogor Timur, Bogor",1400000,1,1,0,0,0,0,0,"20 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Kasur, Dapur Bersama, AC, Luas kamar di Bogor Timur, Bogor"
1584,"Kost Damai Baru","Ki. Sutan Syahrir No. 673, Jakarta Pusat, Jakarta","Jakarta Pusat, Jakarta",700000,1,0,0,0,0,0,0,"25 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Dapur Bersama, AC di Jakarta Pusat, Jakarta"
1585,"Kost Bahagia Makmur","Kpg. HOS. Cjokroaminoto (Pasirkaliki) No. 531, Bogor Timur, Bogor","Bogor Timur, Bogor",1700000,0,1,1,1,0,1,0,"24 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Kasur, Lemari, Kamar Mandi Dalam, WiFi di Bogor Timur, Bogor"
1586,"Kost Asri Baru","Ki. Yosodipuro No. 984, Jakarta Selatan, Jakarta","Jakarta Selatan, Jakarta",1600000,0,0,1,0,0,0,1,"16 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Luas kamar, Dapur Bersama, Lemari, Listrik di Jakarta Selatan, Jakarta"
1587,"Kost Harmoni Indah","Ds. Baranang No. 785, Bogor Selatan, Bogor","Bogor Selatan, Bogor",800000,0,0,0,0,0,0,0,"19 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Dapur Bersama, Luas kamar di Bogor Selatan, Bogor"
1588,"Kost Bahagia Lestari","Dk. Jamika No. 575, Bogor Timur, Bogor","Bogor Timur, Bogor",1550000,0,1,0,0,0,0,1,"27 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Kasur, Listrik, Dapur Bersama di Bogor Timur, Bogor"
1589,"Kost Damai Makmur","Jln. Suryo No. 598, Bogor Selatan, Bogor","Bogor Selatan, Bogor",700000,0,0,0,1,0,0,1,"18 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Dapur Bersama, Listrik, WiFi di Bogor Selatan, Bogor"
1590,"Kost Indah Makmur","Gg. Sadang Serang No. 495, Jakarta Selatan, Jakarta","Jakarta Selatan, Jakarta",1200000,0,0,0,1,0,0,1,"23 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Listrik, WiFi di Jakarta Selatan, Jakarta"
1591,"Kost Indah Selaras","Jr. Bahagia  No. 659, Sukmajaya, Depok","Sukmajaya, Depok",1200000,0,1,0,0,0,0,0,"29 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Luas kamar, Kasur di Sukmajaya, Depok"
1592,"Kost Sentosa Indah","Psr. Baladewa No. 135, Tangerang Utara, Tangerang","Tangerang Utara, Tangerang",900000,0,0,0,1,0,0,1,"28 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Listrik, WiFi, Luas kamar, Dapur Bersama di Tangerang Utara, Tangerang"
1593,"Kost Wisma Abadi","Gg. Ters. Kiaracondong No. 508, Tangerang Selatan, Tangerang","Tangerang Selatan, Tangerang",1550000,1,0,0,0,0,1,1,"11 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas AC, Kamar Mandi Dalam, Listrik, Luas kamar di Tangerang Selatan, Tangerang"
1594,"Kost Sejahtera Baru","Jln. Adisumarmo No. 852, Pancoran Mas, Depok","Pancoran Mas, Depok",1900000,0,0,1,0,1,0,1,"29 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Lemari, Listrik, Wc duduk, Dapur Bersama di Pancoran Mas, Depok"
1595,"Kost Nyaman Lestari","Jr. Ikan No. 101, Tangerang Utara, Tangerang","Tangerang Utara, Tangerang",1300000,1,0,0,0,0,1,0,"10 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Kamar Mandi Dalam, AC di Tangerang Utara, Tangerang"
1596,"Kost Sejahtera Jaya","Ki. Fajar No. 498, Beji, Depok","Beji, Depok",750000,1,0,0,1,1,0,0,"21 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas AC, WiFi, Wc duduk di Beji, Depok"
1597,"Kost Asri Lestari","Kpg. Ujung No. 916, Jakarta Timur, Jakarta","Jakarta Timur, Jakarta",1550000,1,0,0,1,0,0,0,"30 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas WiFi, AC di Jakarta Timur, Jakarta"
1598,"Kost Nyaman Selaras","Psr. BKR No. 354, Bekasi Selatan, Bekasi","Bekasi Selatan, Bekasi",1900000,1,0,1,0,1,0,0,"14 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas AC, Lemari, Dapur Bersama, Wc duduk di Bekasi Selatan, Bekasi"
1599,"Kost Harmoni Baru","Dk. Padang No. 730, Bekasi Barat, Bekasi","Bekasi Barat, Bekasi",1400000,0,0,0,0,1,1,0,"19 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Wc duduk, Kamar Mandi Dalam, Dapur Bersama di Bekasi Barat, Bekasi"
1600,"Kost Griya Barokah","Ki. Kyai Mojo No. 848, Cimanggis, Depok","Cimanggis, Depok",750000,0,1,1,0,0,0,0,"26 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Lemari, Kasur di Cimanggis, Depok"
1601,"Kost Indah Utama","Jln. Baya Kali Bungur No. 991, Sukmajaya, Depok","Sukmajaya, Depok",1600000,0,1,0,1,0,0,0,"18 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas WiFi, Kasur di Sukmajaya, Depok"
1602,"Kost Bahagia Makmur","Kpg. Kartini No. 691, Tangerang Selatan, Tangerang","Tangerang Selatan, Tangerang",1550000,0,0,1,1,0,0,0,"15 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas WiFi, Lemari di Tangerang Selatan, Tangerang"
1603,"Kost Wisma Makmur","Ki. Kalimalang No. 413, Jakarta Utara, Jakarta","Jakarta Utara, Jakarta",1100000,0,1,0,1,0,0,0,"26 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas WiFi, Kasur di Jakarta Utara, Jakarta"
1604,"Kost Harmoni Indah","Jr. Padang No. 822, Jakarta Pusat, Jakarta","Jakarta Pusat, Jakarta",2000000,0,0,1,0,0,0,1,"19 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Lemari, Listrik, Dapur Bersama di Jakarta Pusat, Jakarta"
1605,"Kost Bahagia Utama","Jln. Gardujati No. 590, Tangerang Selatan, Tangerang","Tangerang Selatan, Tangerang",2000000,0,1,0,1,1,0,0,"19 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas WiFi, Luas kamar, Kasur, Wc duduk di Tangerang Selatan, Tangerang"
1606,"Kost Indah Indah","Ki. Tambun No. 708, Bekasi Selatan, Bekasi","Bekasi Selatan, Bekasi",1400000,0,0,0,0,0,0,1,"18 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Dapur Bersama, Listrik di Bekasi Selatan, Bekasi"
1607,"Kost Damai Baru","Ki. Moch. Toha No. 54, Bogor Utara, Bogor","Bogor Utara, Bogor",750000,0,1,0,0,0,0,0,"11 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Dapur Bersama, Kasur di Bogor Utara, Bogor"
1608,"Kost Griya Jaya","Dk. Kalimantan No. 457, Beji, Depok","Beji, Depok",600000,1,0,0,0,1,0,1,"25 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Listrik, Dapur Bersama, AC, Wc duduk di Beji, Depok"
1609,"Kost Bahagia Selaras","Dk. Suryo Pranoto No. 346, Tangerang Utara, Tangerang","Tangerang Utara, Tangerang",750000,1,0,0,0,0,0,0,"24 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Luas kamar, AC di Tangerang Utara, Tangerang"
1610,"Kost Wisma Utama","Jr. Bak Mandi No. 699, Bekasi Selatan, Bekasi","Bekasi Selatan, Bekasi",750000,0,1,0,0,1,1,1,"28 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Kasur, Wc duduk, Kamar Mandi Dalam, Listrik di Bekasi Selatan, Bekasi"
1611,"Kost Wisma Makmur","Dk. Jagakarsa No. 46, Bogor Selatan, Bogor","Bogor Selatan, Bogor",600000,1,0,0,0,1,0,0,"17 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas AC, Dapur Bersama, Wc duduk di Bogor Selatan, Bogor"
1612,"Kost Sejahtera Utama","Kpg. Ters. Jakarta No. 327, Bekasi Timur, Bekasi","Bekasi Timur, Bekasi",2000000,1,1,0,1,0,0,0,"23 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas WiFi, Kasur, Dapur Bersama, AC di Bekasi Timur, Bekasi"
1613,"Kost Sejahtera Baru","Jr. Dipenogoro No. 668, Sukmajaya, Depok","Sukmajaya, Depok",800000,0,0,0,1,0,0,1,"20 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas WiFi, Dapur Bersama, Listrik di Sukmajaya, Depok"
1614,"Kost Nyaman Indah","Kpg. Rajawali Timur No. 533, Jakarta Barat, Jakarta","Jakarta Barat, Jakarta",500000,1,0,1,0,0,1,0,"23 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Kamar Mandi Dalam, Lemari, AC di Jakarta Barat, Jakarta"
1615,"Kost Asri Makmur","Dk. Mulyadi No. 956, Bekasi Selatan, Bekasi","Bekasi Selatan, Bekasi",1600000,0,0,0,0,0,1,0,"25 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Kamar Mandi Dalam, Luas kamar di Bekasi Selatan, Bekasi"
1616,"Kost Nyaman Abadi","Dk. Gardujati No. 122, Jakarta Pusat, Jakarta","Jakarta Pusat, Jakarta",1400000,0,0,0,1,0,0,1,"26 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas WiFi, Listrik di Jakarta Pusat, Jakarta"
1617,"Kost Sejahtera Selaras","Ds. Baja No. 289, Pancoran Mas, Depok","Pancoran Mas, Depok",1500000,0,0,0,1,0,0,1,"12 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas WiFi, Listrik, Luas kamar, Dapur Bersama di Pancoran Mas, Depok"
1618,"Kost Wisma Makmur","Psr. Lembong No. 895, Bekasi Barat, Bekasi","Bekasi Barat, Bekasi",1600000,1,0,0,0,0,0,0,"10 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Luas kamar, AC di Bekasi Barat, Bekasi"
1619,"Kost Nyaman Lestari","Ki. Abang No. 89, Jakarta Timur, Jakarta","Jakarta Timur, Jakarta",1250000,1,0,0,1,1,0,0,"30 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas AC, Wc duduk, WiFi di Jakarta Timur, Jakarta"
1620,"Kost Griya Makmur","Psr. Basuki Rahmat  No. 81, Tangerang Utara, Tangerang","Tangerang Utara, Tangerang",1500000,0,0,1,0,0,0,1,"19 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Listrik, Lemari di Tangerang Utara, Tangerang"
1621,"Kost Wisma Selaras","Psr. Gremet No. 663, Bogor Timur, Bogor","Bogor Timur, Bogor",2000000,0,1,0,0,0,1,1,"28 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Listrik, Kasur, Kamar Mandi Dalam, Dapur Bersama di Bogor Timur, Bogor"
1622,"Kost Wisma Utama","Jr. Asia Afrika No. 918, Jakarta Barat, Jakarta","Jakarta Barat, Jakarta",500000,1,0,0,0,0,0,1,"27 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Dapur Bersama, AC, Luas kamar, Listrik di Jakarta Barat, Jakarta"
1623,"Kost Damai Indah","Ds. Bahagia No. 24, Bogor Timur, Bogor","Bogor Timur, Bogor",1100000,0,0,0,1,0,0,1,"13 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas WiFi, Luas kamar, Listrik di Bogor Timur, Bogor"
1624,"Kost Griya Indah","Jln. Casablanca No. 569, Jakarta Pusat, Jakarta","Jakarta Pusat, Jakarta",1300000,1,1,0,0,0,0,1,"22 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas AC, Kasur, Dapur Bersama, Listrik di Jakarta Pusat, Jakarta"
1625,"Kost Sejahtera Baru","Dk. Fajar No. 442, Tangerang Utara, Tangerang","Tangerang Utara, Tangerang",600000,0,0,0,0,1,0,1,"27 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Listrik, Wc duduk di Tangerang Utara, Tangerang"
1626,"Kost Bahagia Makmur","Psr. Suharso No. 818, Tangerang Selatan, Tangerang","Tangerang Selatan, Tangerang",750000,0,0,1,0,0,1,0,"25 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Kamar Mandi Dalam, Lemari di Tangerang Selatan, Tangerang"
1627,"Kost Nyaman Indah","Dk. Honggowongso No. 695, Jakarta Barat, Jakarta","Jakarta Barat, Jakarta",1200000,0,0,0,0,0,1,1,"23 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Listrik, Kamar Mandi Dalam di Jakarta Barat, Jakarta"
1628,"Kost Wisma Barokah","Ki. Bazuka Raya No. 338, Bogor Utara, Bogor","Bogor Utara, Bogor",1000000,0,1,0,0,0,0,1,"25 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Listrik, Kasur di Bogor Utara, Bogor"
1629,"Kost Sentosa Abadi","Jr. Zamrud No. 132, Jakarta Utara, Jakarta","Jakarta Utara, Jakarta",1100000,0,1,1,0,0,0,1,"12 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Kasur, Listrik, Lemari, Luas kamar di Jakarta Utara, Jakarta"
1630,"Kost Sentosa Utama","Kpg. Sumpah Pemuda No. 771, Bekasi Timur, Bekasi","Bekasi Timur, Bekasi",1550000,0,0,1,0,1,0,1,"23 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Lemari, Dapur Bersama, Listrik, Wc duduk di Bekasi Timur, Bekasi"
1631,"Kost Sentosa Barokah","Jr. Gegerkalong Hilir No. 541, Bekasi Timur, Bekasi","Bekasi Timur, Bekasi",1600000,0,0,0,0,1,1,0,"28 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Wc duduk, Luas kamar, Kamar Mandi Dalam di Bekasi Timur, Bekasi"
1632,"Kost Sejahtera Abadi","Gg. Antapani Lama No. 322, Cimanggis, Depok","Cimanggis, Depok",1100000,0,0,0,0,0,0,0,"24 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Dapur Bersama, Luas kamar di Cimanggis, Depok"
1633,"Kost Harmoni Baru","Jr. Ciumbuleuit No. 601, Jakarta Barat, Jakarta","Jakarta Barat, Jakarta",1200000,0,1,1,0,0,1,0,"30 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Kasur, Lemari, Kamar Mandi Dalam di Jakarta Barat, Jakarta"
1634,"Kost Sejahtera Makmur","Psr. Suryo No. 737, Jakarta Barat, Jakarta","Jakarta Barat, Jakarta",1700000,0,0,0,0,1,0,0,"20 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Wc duduk, Luas kamar di Jakarta Barat, Jakarta"
1635,"Kost Sentosa Selaras","Dk. Jend. A. Yani No. 853, Tangerang Kota, Tangerang","Tangerang Kota, Tangerang",900000,0,1,0,1,1,0,0,"30 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Kasur, Wc duduk, WiFi, Luas kamar di Tangerang Kota, Tangerang"
1636,"Kost Indah Abadi","Kpg. Yap Tjwan Bing No. 85, Jakarta Barat, Jakarta","Jakarta Barat, Jakarta",750000,0,1,1,0,0,1,1,"20 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Lemari, Kamar Mandi Dalam, Listrik, Kasur di Jakarta Barat, Jakarta"
1637,"Kost Griya Selaras","Gg. Katamso No. 148, Bogor Timur, Bogor","Bogor Timur, Bogor",2000000,0,0,1,0,0,1,0,"18 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Kamar Mandi Dalam, Lemari di Bogor Timur, Bogor"
1638,"Kost Damai Makmur","Ds. Mahakam No. 795, Jakarta Timur, Jakarta","Jakarta Timur, Jakarta",1900000,0,1,0,0,0,0,0,"14 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Luas kamar, Kasur di Jakarta Timur, Jakarta"
1639,"Kost Wisma Makmur","Ds. Bak Air No. 52, Bogor Utara, Bogor","Bogor Utara, Bogor",1000000,1,1,0,1,0,1,0,"10 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Kamar Mandi Dalam, AC, Kasur, WiFi di Bogor Utara, Bogor"
1640,"Kost Wisma Asri","Ki. Bakau No. 780, Jakarta Pusat, Jakarta","Jakarta Pusat, Jakarta",1550000,0,0,0,0,0,0,1,"21 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Dapur Bersama, Listrik di Jakarta Pusat, Jakarta"
1641,"Kost Bahagia Abadi","Jln. Sugiono No. 489, Tangerang Selatan, Tangerang","Tangerang Selatan, Tangerang",1400000,1,1,0,0,0,1,0,"20 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Dapur Bersama, Kasur, Kamar Mandi Dalam, AC di Tangerang Selatan, Tangerang"
1642,"Kost Sejahtera Utama","Kpg. Bahagia No. 246, Bogor Barat, Bogor","Bogor Barat, Bogor",1400000,1,0,1,0,1,0,1,"28 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Wc duduk, Lemari, AC, Listrik di Bogor Barat, Bogor"
1643,"Kost Indah Lestari","Ds. Panjaitan No. 508, Tangerang Utara, Tangerang","Tangerang Utara, Tangerang",1900000,0,0,0,0,0,1,1,"29 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Kamar Mandi Dalam, Listrik di Tangerang Utara, Tangerang"
1644,"Kost Wisma Baru","Psr. Baranang No. 325, Tangerang Kota, Tangerang","Tangerang Kota, Tangerang",1700000,0,1,0,0,1,0,0,"29 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Kasur, Wc duduk di Tangerang Kota, Tangerang"
1645,"Kost Harmoni Indah","Ki. Dr. Junjunan No. 448, Tangerang Utara, Tangerang","Tangerang Utara, Tangerang",1000000,0,1,0,1,0,0,0,"29 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Dapur Bersama, WiFi, Luas kamar, Kasur di Tangerang Utara, Tangerang"
1646,"Kost Asri Utama","Dk. Suprapto No. 253, Tangerang Kota, Tangerang","Tangerang Kota, Tangerang",1300000,1,1,0,0,1,0,1,"25 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Listrik, Kasur, AC, Wc duduk di Tangerang Kota, Tangerang"
